date,content,id,url,lang
2022-02-27 23:59:14+00:00,J’ai gagné un concours sur insta j’ai même pas assez de thune pour payer la livraison mdr la tristesse,1498085345262456841,https://twitter.com/yunghayud4/status/1498085345262456841,fr
2022-02-27 23:58:38+00:00,"Putin is demanding an immediate meeting with 7 members of the GOP Congress. The 7 who made the Mob deal in 2018, in Russia.  Shelby,Thune,Johnson,Kennedy,Granger,Moran,Hoevan all complicit in the Trump Mafia. 
Pelosi warned all roads lead to Putin!",1498085197799047168,https://twitter.com/General57202026/status/1498085197799047168,en
2022-02-27 23:55:58+00:00,kezouu et nza qui péta le compte xbox de @Keizrr1 et qui et qui lui demande de la thune pour le récup J’vous jure les gens de la xbox vous êtes des ptites slp ça vous arrache fort bande de gros porcs derrière vos écrans là. https://t.co/cZLRsfFxaD,1498084523342323712,https://twitter.com/naiiqo_/status/1498084523342323712,fr
2022-02-27 23:50:23+00:00,@ManuLeBlancos pk tu veux prouver ? m’en branle de ta thune,1498083121652187136,https://twitter.com/matteoib/status/1498083121652187136,fr
2022-02-27 23:50:15+00:00,@AbdoulGunners ça sent la thune dans le jeu...,1498083085371465729,https://twitter.com/_Swerd_/status/1498083085371465729,fr
2022-02-27 23:46:18+00:00,@Akihoz_ De ce que j'ai vu il a l'air mais j'ai pas encore la thune pour le prendre sur ps4,1498082092139388928,https://twitter.com/evaangnv/status/1498082092139388928,fr
2022-02-27 23:38:07+00:00,"CLUE:

Sens. Richard C. Shelby (Ala.), Steve Daines (Mont.), John Hoeven (N.D.), John Neely Kennedy (La.), Jerry Moran (Kan.), John Thune (S.D.) and  Rep. Kay Granger (Tex.) https://t.co/e6M8HiS5mu",1498080034908692483,https://twitter.com/misosusanowa/status/1498080034908692483,en
2022-02-27 23:36:04+00:00,Dire que j'avais déjà pas la thune pour le jeu sur pc,1498079518988374019,https://twitter.com/evaangnv/status/1498079518988374019,fr
2022-02-27 23:34:46+00:00,@InesCoquine_ Moi qui n'ai pas de thune https://t.co/v2Pp80oJFC,1498079189433475077,https://twitter.com/2709Anonyme/status/1498079189433475077,fr
2022-02-27 23:34:27+00:00,"@baldbohunk @jvfjr1962 @nathaliejacoby1 that were involved in that operation. I also think Putin has dirt on a lot of Washington from hacking and Trump is privy to that as well. I’ve always wondered why Thune, Johnson, Paul etc went to Russia a couple years ago for no apparent reason. I just look at how many like 2/",1498079111473999872,https://twitter.com/JeezumCrow2/status/1498079111473999872,en
2022-02-27 23:34:07+00:00,@jKnoxPA @SkyisgigaHigh @_Floodlight So Manchin and Thune are vastly different?,1498079025671069696,https://twitter.com/Clarknt67/status/1498079025671069696,en
2022-02-27 23:32:02+00:00,"Guys, merci de signaler ce compte, il poste du contenu obscène avec les photos de meufs randoms de Twitter (et il a réussi à faire passer ça en tweet sponso, @TwitterFrance vous vérifiez les annonceurs ou vous prenez juste la thune?) https://t.co/JLDUZTmuPH",1498078503723487233,https://twitter.com/OneMalagasy/status/1498078503723487233,fr
2022-02-27 23:30:29+00:00,et la il commence à me raconter sa vie qu’il a besoin de thune parce que il vient de sortir de prison???? qu’il était là bas pr crime ou jspa quoi qu’il peut pas retiré de l’argent pour pas getting in trouble?? 😶😶,1498078112281763840,https://twitter.com/holymolyhomy/status/1498078112281763840,fr
2022-02-27 23:29:07+00:00,@SRP_JV https://t.co/nCQVhQV1U8 sinon tu peux regarder ca par exemple pour te rendre compte que bernard il est devenu riche parce qu'il connaissait les bons plans pour tirer la thune de l'état,1498077766293639175,https://twitter.com/shilderi/status/1498077766293639175,fr
2022-02-27 23:27:43+00:00,@BCB_Sara @maggie162 @MLB i cancelled yesterday. i haven’t gone to a stadium to see a game in person since the 1994-1995 strike. if this season doesn’t start on time i’m done with baseball.,1498077414714445826,https://twitter.com/michael_thune/status/1498077414714445826,en
2022-02-27 23:13:23+00:00,Ptdr il va se faire de la thune il a mit le drapeau 🇫🇷 https://t.co/DgqMWnxJdO,1498073810465136648,https://twitter.com/Yuki952/status/1498073810465136648,fr
2022-02-27 23:11:15+00:00,"@OnWarlord @lilhimitsu ...cette fois c'est sur, ca sent le dernier boss! 😄

🚀 Space Samedi à 10h00 : Elite Dangerous! J'ai assez de thune pour m'acheter un Anaconda, on va le configurer ensemble, la aussi n'hesitez pas à venir en vocal et dans le jeu pour m'accompagner vers l'infini et au delà!",1498073273002778625,https://twitter.com/IamTheWarlord/status/1498073273002778625,fr
2022-02-27 23:10:13+00:00,@Pottizher J’ai écrit où que j’ai donné ma thune ptdrr ? Juste un collègue à moi qui a gagné deux places et m’a invité pour une soirée football,1498073010741334019,https://twitter.com/Aouchiste/status/1498073010741334019,fr
2022-02-27 22:58:36+00:00,"alalalalala tous les mêmes, pas de thune pour te rendre mais pour sortir toujours hahahahaha",1498070087684734983,https://twitter.com/iputlovinurass/status/1498070087684734983,fr
2022-02-27 22:54:56+00:00,@advmm__ Freeze c du vrai rap sans auto thune abusé et même i t’en fais qu’une bouchée.,1498069166011600899,https://twitter.com/rayanbenl/status/1498069166011600899,fr
2022-02-27 22:53:27+00:00,@jojo31yt @_Aven678 @iMot3k_ Si t’a l’es thune je le veut bien x),1498068790600515585,https://twitter.com/DuUtilisateur/status/1498068790600515585,fr
2022-02-27 22:51:17+00:00,"@JutsuAutoriser Comme tu le sens bg, moi je veux avoir la chance que tu as d’avoir de la thune…",1498068248713216006,https://twitter.com/Arakikyy/status/1498068248713216006,fr
2022-02-27 22:51:16+00:00,@Harley_Queen9 Mais faut doser certes ta besoin de thune mais tu mais pas en danger du monde,1498068242396549127,https://twitter.com/bnt28i/status/1498068242396549127,fr
2022-02-27 22:50:41+00:00,"@AdamSchiff @SenRonJohnson Dear Senator Schiff:

You are 100% absolutely correct! Thank you.  

My question: ""Why were these 8 specific men the ones chosen to be invited to Russia by Putin on July 4, 2018? What purpose did each one provide? My guess Sen Thune probably went bc of SDTrust$. But, the others?",1498068095696457729,https://twitter.com/ghgirl_s/status/1498068095696457729,en
2022-02-27 22:48:33+00:00,"Avec tous les moyens possibles pour se faire de l’argent y’en a encore qui ont pas de thune…
C’est de la mauvaise volonté la",1498067557466574851,https://twitter.com/_bztadaronne/status/1498067557466574851,fr
2022-02-27 22:42:17+00:00,@sandybalduf @GOP @SenJohnKennedy @SenShelby @SteveDaines @SenJohnHoeven @SenJohnThune @JerryMoran @RepKayGranger @SenRonJohnson I didn’t know Thune was there. May ask him about it at my brother’s upcoming wedding where he is a guest.,1498065983092707328,https://twitter.com/hjwoof/status/1498065983092707328,en
2022-02-27 22:40:50+00:00,J’ai trouvé LA personne qui va me faire un ravalement de façade et me prendre tte ma thune. J’en vois déjà les conséquences,1498065619081650179,https://twitter.com/chipolatascrues/status/1498065619081650179,fr
2022-02-27 22:40:32+00:00,"@Acyn This Ron Johnson
-In Russia 
July 4th
4 years ago 
John Kennedy
Richard Shelby
Steve Daines
John Hoeven
John Thune
Jerry Moran
and Ron Johnson
and one House member, Kay Granger

https://t.co/p7MDNB6Dh5",1498065540727853060,https://twitter.com/NLong72/status/1498065540727853060,en
2022-02-27 22:36:08+00:00,"@muranofiction @IanMSwanson1110 @RepJamieSmith @govkristinoem Not just her, all of them. Thune, Rounds, Johnson.",1498064433309896707,https://twitter.com/AngieFrost21/status/1498064433309896707,en
2022-02-27 22:34:14+00:00,"In 2018, a month after Senators Kennedy (R) Shelby (R), Daines (R), Hoeven (R), Neely (R), Moran (R), Thune (R), and Johnson (R) celebrated July 4th in the Kremlin, Senator Paul (R) was in Moscow meeting Russian Senators and inviting them to the U.S. https://t.co/1H7QXuruFn",1498063958066044931,https://twitter.com/GovernorOopsies/status/1498063958066044931,en
2022-02-27 22:29:54+00:00,"J’ai préco le prochain album de Sea Girls en vinyle edition limitée 
Est-ce que je prends les meilleures decision le dimanche à 23:30 ? Je sais pas. Est-ce c’était claquer de la thune ? Tout à fait. 

ÉCOUTEZ SEA GIRLS. C’EST TROP BIEN SEA GIRLS",1498062865202307084,https://twitter.com/aydee_314/status/1498062865202307084,fr
2022-02-27 22:27:10+00:00,"Ce mois ci, je ne dépense pas ma thune dans les choses inutiles",1498062177340731395,https://twitter.com/pan2ks/status/1498062177340731395,fr
2022-02-27 22:25:05+00:00,@LivingBlueSoDak @KristiNoem Funny. Thune just did the same thing. Coincidence?,1498061651794350085,https://twitter.com/holzmadre/status/1498061651794350085,en
2022-02-27 22:22:08+00:00,@antoo46 @RvpLand @snow_corp Force a toi et a ton pote qui a perdu la thune mais bon a mettre dans des nft forcement ct deja pas une bonne idee de base,1498060910094598146,https://twitter.com/realBlueXen/status/1498060910094598146,fr
2022-02-27 22:19:07+00:00,"Jerry Moran of Kansas, South Dakota’s John Thune, and Rep. Kay Granger of the 12th District of Texas. The ostensible reason for the trip was “engagement”—the same tired excuse Senator Rand Paul routinely provides to justify his own shadowy meetings with our enemies.
2)",1498060152150319110,https://twitter.com/daisey1016/status/1498060152150319110,en
2022-02-27 22:16:25+00:00,@BrianBengs @SenJohnThune Keep pounding the message that Thune has abdicated his duties to our country. #RetireThune,1498059470575788032,https://twitter.com/phyllisa99998/status/1498059470575788032,en
2022-02-27 22:14:23+00:00,la thune y a qu'ça d'vrai,1498058960120733701,https://twitter.com/valentin_wnzl/status/1498058960120733701,fr
2022-02-27 22:13:02+00:00,@MrGunly Haha rend ma thune,1498058621296459779,https://twitter.com/KaczorPierre/status/1498058621296459779,en
2022-02-27 22:10:53+00:00,"@Monroe19621926 @FurrienC @VN_AP_ Alors qu'en vrai, il est dégueulasse à souhait...

Le mec veut faire son riche alors qu'il vit à Melun, n'a pas une thune, achète du toc et de la contrefaçon et vit comme un gros dégueulasse...",1498058079920873482,https://twitter.com/MerliniusOff2/status/1498058079920873482,fr
2022-02-27 22:09:22+00:00,@TymozFN Faut de la thune pour ça,1498057696829919238,https://twitter.com/Hennivfx/status/1498057696829919238,fr
2022-02-27 22:07:17+00:00,"🔵🟡Zelensky, #Ukraine President, 
stood up to Trump, who blocked 
🇺🇸approved Defense military aid 
👉US Congress ok’d

Who wants to know what 🔴Thune talked about in his 🇷🇺Moscow trip on 4th of July?💋Loose Lips Sink Ships

Right before 💋🇷🇺Trump-Helsinki 

Elect @BrianBengs https://t.co/TYHt5CQwoF",1498057175926771712,https://twitter.com/JodellWb/status/1498057175926771712,en
2022-02-27 22:01:42+00:00,@Pnshr_ Envoie la thune,1498055768976863234,https://twitter.com/SkXzzz1/status/1498055768976863234,fr
2022-02-27 21:53:53+00:00,"@SenJohnThune Senator John ‘Russia’ Thune Wants us to forget about his secret trips to Russian (even on the 4th of July) 

Thune has been working for Russia for years. He puts Russia first! 

South Dakota’s Senator Thune is Putin’s Puppet 
#RussianGOP #Russian #GOPBetrayedAmerica https://t.co/bYOViNamMu",1498053800313167874,https://twitter.com/BrownStarLab1/status/1498053800313167874,en
2022-02-27 21:52:50+00:00,"@SenJohnThune Senator John ‘Russia’ Thune Wants us to forget about his secret trips to Russian (even on the 4th of July) 

Thune has been working for Russia for years. He puts Russia first! 

South Dakota’s Senator Thune is Putin’s Puppet 
#RussianGOP #Russian #GOPBetrayedAmerica #GOP https://t.co/UpTjmA236u",1498053538412482570,https://twitter.com/BrownStarLab1/status/1498053538412482570,en
2022-02-27 21:52:31+00:00,"@SenJohnThune Senator John ‘Russia’ Thune Wants us to forget about his secret trips to Russian (even on the 4th of July) 

Thune has been working for Russia for years. He puts Russia first! 

South Dakota’s Senator Thune is Putin’s Puppet 
#RussianGOP #Russian #GOPBetrayedAmerica #GOP https://t.co/uEPrV6py1M",1498053457189744645,https://twitter.com/BrownStarLab1/status/1498053457189744645,en
2022-02-27 21:52:11+00:00,"@SenJohnThune Senator John ‘Russia’ Thune Wants us to forget about his secret trips to Russian (even on the 4th of July) 

Thune has been working for Russia for years. He puts Russia first! 

South Dakota’s Senator Thune is Putin’s Puppet 
#RussianGOP #Russian #GOPBetrayedAmerica #GOP https://t.co/kVlhLlifnx",1498053375971270669,https://twitter.com/BrownStarLab1/status/1498053375971270669,en
2022-02-27 21:51:36+00:00,"Senator John ‘Russia’ Thune Wants us to forget about his secret trips to Russian (even on the 4th of July) 

Thune has been working for Russia for years. He puts Russia first! 

South Dakota’s Senator Thune is Putin’s Puppet 
#RussianGOP #Russian #GOPBetrayedAmerica #GOP https://t.co/g0H9bOiyxK",1498053227325149184,https://twitter.com/BrownStarLab1/status/1498053227325149184,en
2022-02-27 21:49:03+00:00,@AnaDougnon J’attends de me faire un peu de thune,1498052584791162882,https://twitter.com/DoumbiaAmadou7/status/1498052584791162882,fr
2022-02-27 21:47:52+00:00,"Russian Sleeper Cell: The Fourth of July Traitors: 
Senators Richard Shelby, Ron Johnson, John Neely Kennedy, Steve Daines, John Hoeven, Jerry Moran, John Thune, Rep. Kay Granger
https://t.co/hTZBd02d41",1498052285594750978,https://twitter.com/ShawnConnery2/status/1498052285594750978,en
2022-02-27 21:47:32+00:00,@OM_Story_Live @ActuFoot_ Il va le garder pas de thune pour le virer après Turpin aide bien aussi,1498052203923320836,https://twitter.com/ACRMW33/status/1498052203923320836,fr
2022-02-27 21:41:36+00:00,"@losclive On a pu de thune pour renforcer l'équipe, par contre pour rincer l'arbitre ouais. La honte de gagner comme ça.",1498050709895401477,https://twitter.com/CzeroXCI/status/1498050709895401477,fr
2022-02-27 21:39:51+00:00,donc le duc de kuche vient de dire que je ne travaille pas comme un honnête citoyen car je soutire de la thune aux merdes que sont les hommes tout en les insultant?! j’estime contribuer positivement à la société et je ne suis absolument pas désolé,1498050268914671623,https://twitter.com/blackxshaybis/status/1498050268914671623,fr
2022-02-27 21:37:41+00:00,"@fourche_jean après cest pas à eux que revient la thune des jeux pikemons tu sais tout repart à Pokemon Company, c'est ensuite PC qui donne la thune à GF mais t'as cru qu'ils allaient être aussi bien payé ?? bref..
ça me désole de fou cat ils ont tellement de potentiel mais pas assez",1498049723621646341,https://twitter.com/AzznekoCujoh/status/1498049723621646341,fr
2022-02-27 21:37:12+00:00,2milles balles pr un weekend faut que je me calme j’ai pas la thune,1498049603756830720,https://twitter.com/dfls3/status/1498049603756830720,fr
2022-02-27 21:37:12+00:00,"Après avoir regardé « the nun », on a enchaîné sur « Annabelle » et le bilan est le même : 

Dans le « conjuring cinématographique univers » on a jamais la thune pour faire des scénarios corrects qui tiennent mais on a toujours des démons cools (cette photo de tournage ♥️) https://t.co/3um7as7ciJ",1498049601919766528,https://twitter.com/Dame_Fanny/status/1498049601919766528,fr
