date,content,id,url,lang
2022-02-27 23:47:43+00:00,✍🏻 https://t.co/luMShP20cD,1498082447329800192,https://twitter.com/kait_ramer/status/1498082447329800192,und
2022-02-27 23:46:02+00:00,@KyivIndependent Time for this man to go to jail.,1498082024397021184,https://twitter.com/ramer_de/status/1498082024397021184,en
2022-02-27 23:29:50+00:00,@harvey_ramer @timeout2575 wow,1498077947433005062,https://twitter.com/sharkbiotech/status/1498077947433005062,und
2022-02-27 23:15:58+00:00,"@CapUkrFestival Finally, something more sensible than misguided Truckers. Support Ukraine. Drop dead Trumpists.",1498074459751731206,https://twitter.com/ramer_de/status/1498074459751731206,en
2022-02-27 23:02:47+00:00,@sharkbiotech @timeout2575 My info says BP is simply striking it from the books and taking a 20 billion paper loss. Because; who would buy the share... Nobody.,1498071141390368772,https://twitter.com/harvey_ramer/status/1498071141390368772,en
2022-02-27 22:55:03+00:00,Towns within 40 miles (64.36 km)  of #Ramer #UnitedStates? What are your must sees https://t.co/Fbs8PBQ8nw,1498069194801352708,https://twitter.com/Distantias/status/1498069194801352708,en
2022-02-27 22:49:25+00:00,@PhotographeBk Pour devoir la sortir à chaque fois Tu dois sérieusement ramer car l’opinion de tous est déjà faite!! https://t.co/P6B1AEgU2V,1498067776271003651,https://twitter.com/Lebonsens6/status/1498067776271003651,fr
2022-02-27 22:47:52+00:00,"@an_conda À mon avis, tu vas RAMer s'ils manquent de mémoire...",1498067385378611201,https://twitter.com/LhabitatU/status/1498067385378611201,fr
2022-02-27 22:41:40+00:00,"Oui, pour la simple et bonne raison que c'est ultra pénible à faire et ça fait ramer la machine pour rien

Mais si vous voulez voir de la bonne physique sur des plantes, je vous conseille de vous balader dans une forêt https://t.co/pFtfD0sPJ7",1498065827798650880,https://twitter.com/noodledie/status/1498065827798650880,fr
2022-02-27 22:05:51+00:00,"@Poulin2012 Rame, rame, rameur, ramer comme le chante si bien Souchon.
Vous êtes bien propagandiste, et pour un des pires régimes actuel.
Vous en avez profité, assumez maintenant",1498056814826598401,https://twitter.com/ParisAnonyme/status/1498056814826598401,fr
2022-02-27 21:23:13+00:00,This is good stuff. https://t.co/9mLNzZWvr1,1498046085289242625,https://twitter.com/harvey_ramer/status/1498046085289242625,en
2022-02-27 20:26:44+00:00,"@AntoineSallesP @0_MoonGirl_0 Vous auriez un thread qui contrerait aussi l'idée qu'il est germanophobe et donc de facto xénophobe ?
Je reconnais que ça fait sans doute beaucoup ramer en une seule journée mais bon...",1498031869220298759,https://twitter.com/ick_bin_s/status/1498031869220298759,fr
2022-02-27 19:51:03+00:00,@AQuatennens C'est dur de ramer après avoir dit l'inverse durant des années,1498022889999716352,https://twitter.com/AlbertC99674165/status/1498022889999716352,fr
2022-02-27 19:48:23+00:00,"@avecValerie @vpecresse Une connerie de plus, elle est sur le sable et elle continue à ramer. Et les LR qui continuent à soutenir cette bourrique, triste fin du parti.",1498022220240728065,https://twitter.com/alain_perreau/status/1498022220240728065,fr
