date,content,id,url,lang
2022-02-27 21:57:58+00:00,"J’ai envie d’aller chill la aux salines avec la pluie dans mon auto un oinj, du j.o.s l’autre la et a manger",1498054827674324997,https://twitter.com/dombrekribish/status/1498054827674324997,fr
2022-02-27 15:56:10+00:00,"Bon ba un vieux rhum un fifa et un oinj de weed , merci  et au revoir #nucleaire",1497963777899311107,https://twitter.com/heyBlondiiiiin/status/1497963777899311107,fr
2022-02-27 10:03:36+00:00,https://t.co/IV5rmqurY5,1497875054239322120,https://twitter.com/OINJ_TbcnLover/status/1497875054239322120,und
2022-02-27 09:58:33+00:00,Nゲージの模型をラズパイで動かす　“らずてつ”その4――タイミングを合わせて車両を走らせる（要約） https://t.co/0XQJ5ts7dh,1497873784355028997,https://twitter.com/OINJ_ElecDIY/status/1497873784355028997,ja
2022-02-27 09:26:39+00:00,"@MartindeChamp @Baptiste75004 @nicolasberrod @Cote_Science Et ben dites donc, vous en avez gros sur la patate ! Vous devez avoir un certain âge ou être obèse ou avoir une comorbidité pour avoir si peur. Ou peut être un travail sur le rapport à la mort pourrait être bénéfique. Ou un oinj... 😊",1497865754041102336,https://twitter.com/ChouinGregory/status/1497865754041102336,fr
2022-02-27 09:03:22+00:00,@ilovemikhaillll NOO THATS IKE EVELAND &amp; THE HYPMIC OINJ HAIR FMGUY AND YES MIZUKI,1497859896603148288,https://twitter.com/meikowife/status/1497859896603148288,en
2022-02-27 08:51:12+00:00,嫌になっちゃう https://t.co/7teZaLUKA0,1497856835180974086,https://twitter.com/OINJ_GAME/status/1497856835180974086,ja
2022-02-27 08:20:12+00:00,Suspiro詰めるか,1497849033779728387,https://twitter.com/OINJ_GAME/status/1497849033779728387,ja
2022-02-27 08:10:49+00:00,あしたにしよ,1497846668716539904,https://twitter.com/OINJ_GAME/status/1497846668716539904,ja
2022-02-27 08:10:40+00:00,ゲーセン行きたいけどKOPのせいでセガゲー混んでそうやな,1497846634239373313,https://twitter.com/OINJ_GAME/status/1497846634239373313,ja
2022-02-27 08:04:03+00:00,急におやつカンパニー始まって草,1497844968115023875,https://twitter.com/OINJ_GAME/status/1497844968115023875,ja
2022-02-27 08:01:46+00:00,ピクチャーインピクチャー久しぶりに役立った https://t.co/Tgcdc2aguk,1497844393679941632,https://twitter.com/OINJ_GAME/status/1497844393679941632,ja
2022-02-27 07:58:19+00:00,新verの期待とともに、3日までにレーティング上げれるだけ上げなきゃいけない義務感に襲われた,1497843526323048451,https://twitter.com/OINJ_GAME/status/1497843526323048451,ja
2022-02-27 07:54:05+00:00,ライブやと,1497842459912830976,https://twitter.com/OINJ_GAME/status/1497842459912830976,ja
2022-02-27 07:52:29+00:00,ますます高級感がupしたね,1497842055133155331,https://twitter.com/OINJ_GAME/status/1497842055133155331,ja
2022-02-27 07:42:52+00:00,皆さんお疲れさまでした,1497839634734542848,https://twitter.com/OINJ_GAME/status/1497839634734542848,ja
2022-02-27 07:42:11+00:00,ｱﾂｲ,1497839463225237504,https://twitter.com/OINJ_GAME/status/1497839463225237504,ja
2022-02-27 07:41:23+00:00,かっこいい！,1497839264415227904,https://twitter.com/OINJ_GAME/status/1497839264415227904,ja
2022-02-27 07:40:03+00:00,初見プレイとは思えない追従性すご,1497838926002012161,https://twitter.com/OINJ_GAME/status/1497838926002012161,ja
2022-02-27 07:38:07+00:00,ありす,1497838441018826754,https://twitter.com/OINJ_GAME/status/1497838441018826754,ja
2022-02-27 07:37:44+00:00,楽しみ,1497838343899721728,https://twitter.com/OINJ_GAME/status/1497838343899721728,ja
2022-02-27 07:22:57+00:00,精度やば,1497834623610486784,https://twitter.com/OINJ_GAME/status/1497834623610486784,ja
2022-02-27 07:16:47+00:00,おめがあぽろ,1497833071022067713,https://twitter.com/OINJ_GAME/status/1497833071022067713,ja
2022-02-27 07:08:55+00:00,@tcabarrus Passes moi le oinj,1497831094674026498,https://twitter.com/DrlaskarLaskar/status/1497831094674026498,fr
2022-02-27 06:26:14+00:00,"スマホ充電切れそう…
もうちょっと見たいのに",1497820349538652166,https://twitter.com/OINJ_GAME/status/1497820349538652166,ja
2022-02-27 06:14:57+00:00,ω,1497817511643197440,https://twitter.com/OINJ_GAME/status/1497817511643197440,und
2022-02-27 03:33:58+00:00,Jveux me fumer un gros oinj là flemme d'aller sur Nantes 😔,1497776999368204292,https://twitter.com/MM_JK21/status/1497776999368204292,fr
