date,content,id,url,lang
2022-02-27 23:58:09+00:00,"A l’horizon deux trois keufs en civil — N**** j'ai caché mon butin dans 2 ou 3 villes, J'emmène 2 ou 3 putains dans 2 ou 3 îles. https://t.co/LZL77RVJGM",1498085073387728899,https://twitter.com/ImpulSionNeo/status/1498085073387728899,fr
2022-02-27 23:39:09+00:00,J'appelle les keufs c pas possible,1498080294666129417,https://twitter.com/XDonGiovanni/status/1498080294666129417,fr
2022-02-27 23:10:40+00:00,@_kaanalt Go fast j’éclate des keufs et je prend 6 ans je crois mehlich,1498073126789337089,https://twitter.com/BozoKader44/status/1498073126789337089,fr
2022-02-27 23:07:29+00:00,@mi2s_swag qd il avait peter un scooter livraison sushi shop et ca la snap entrain dse faire plaquer au sol par les keufs a la pleine d sablon,1498072322246426631,https://twitter.com/tavsemine/status/1498072322246426631,fr
2022-02-27 22:42:02+00:00,"@trx_guillaume A la vitesse à laquelle il roule, on est d'accord: 2 radars en 5 secondes, c'est abuser.
Les keufs en Ukraine, c'est encore plus des fdp que les nôtres.",1498065919624589316,https://twitter.com/UPhantasticus/status/1498065919624589316,fr
2022-02-27 22:32:28+00:00,@Jadiioooor Soit t’es tomber sur les même keufs ou soit c’est m officiel c’est tous des trous du Q @Mamabuena988,1498063509585813508,https://twitter.com/Shenzen7_/status/1498063509585813508,fr
2022-02-27 22:16:39+00:00,"#Absurde

 "" LE MONDE TEND À L'ANGÉLISME ET N'A JAMAIS ÉTÉ AUSSI DIABOLIQUE ""
                                              Michel Serres

Le Petit Jaune clic ou je te balance aux keufs : https://t.co/pJ2xTvIhfM https://t.co/jud6aNqu7D",1498059529489158144,https://twitter.com/Bullschitiste/status/1498059529489158144,fr
2022-02-27 21:46:42+00:00,"@location95 C'est arrivé à un pote à moi à ugc Bercy. Il intervient car un mec goumait sa meuf, elle lui dit la bouche en sang, de quoi tu te mêles. Les keufs arrivent embarquent les 3, version de la meuf complètement dingue qui incrimine mon pote...il a câblé",1498051995869057030,https://twitter.com/areski_d/status/1498051995869057030,fr
2022-02-27 21:02:10+00:00,Mon flixbus se fait contrôler par les keufs c’est possible ça carrément ? Big 2022 Frere,1498040786927169543,https://twitter.com/RaazAlKing/status/1498040786927169543,fr
2022-02-27 20:37:50+00:00,ya pas que les keufs qui perquise,1498034662375149571,https://twitter.com/tchoupsssssssss/status/1498034662375149571,fr
2022-02-27 20:33:53+00:00,@47MKE Il défendait les keufs qui tuaient des noirs,1498033668207497217,https://twitter.com/Yahya_tll/status/1498033668207497217,fr
2022-02-27 19:39:20+00:00,C’est un tir dans les five entre Keufs à 9h du mat,1498019942444187652,https://twitter.com/ClaudioBlk/status/1498019942444187652,fr
2022-02-27 19:14:04+00:00,"@OscarZeCat1 Je confirme faut appeler les keufs, pauvre toutou.......",1498013583191465990,https://twitter.com/Chris00069639/status/1498013583191465990,fr
